table_name,column_name,data_type,column_comment,table_comment,suspicion_category,reason,recommended_review_action
se_watershed,mark,character varying,备注,流域产值信息：年统计值,very_short_comment,注释极短 (2字): '备注',确认该注释是否足以让模型理解字段含义
se_watershed,mark,character varying,备注,流域产值信息：年统计值,generic_comment,注释过于通用: '备注'，可能不足以区分业务上下文,确认该注释是否需要补充业务含义，但禁止在当前阶段修改
se_watershed_river,serial_no,integer,序号,流域河流管理档案表,very_short_comment,注释极短 (2字): '序号',确认该注释是否足以让模型理解字段含义
se_watershed_river,serial_no,integer,序号,流域河流管理档案表,generic_comment,注释过于通用: '序号'，可能不足以区分业务上下文,确认该注释是否需要补充业务含义，但禁止在当前阶段修改
se_watershed_river,river_alias,character varying,河流别称,流域河流管理档案表,very_short_comment,注释极短 (4字): '河流别称',确认该注释是否足以让模型理解字段含义
se_watershed_river,river_level,integer,河流级别,流域河流管理档案表,very_short_comment,注释极短 (4字): '河流级别',确认该注释是否足以让模型理解字段含义
se_watershed_river,parent_river_name,character varying,上一级河流名称,流域河流管理档案表,name_like_field,名称类字段，注释可能过于通用: 字段名 'parent_river_name' 注释为 '上一级河流名称',人工确认注释是否准确描述该字段业务含义
se_watershed_river,source_province,character varying,源头省,流域河流管理档案表,very_short_comment,注释极短 (3字): '源头省',确认该注释是否足以让模型理解字段含义
se_watershed_river,source_town,character varying,源头乡镇,流域河流管理档案表,very_short_comment,注释极短 (4字): '源头乡镇',确认该注释是否足以让模型理解字段含义
se_watershed_river,source_village,character varying,源头村,流域河流管理档案表,very_short_comment,注释极短 (3字): '源头村',确认该注释是否足以让模型理解字段含义
se_watershed_river,mouth_province,character varying,河口省,流域河流管理档案表,very_short_comment,注释极短 (3字): '河口省',确认该注释是否足以让模型理解字段含义
se_watershed_river,mouth_town,character varying,河口乡镇,流域河流管理档案表,very_short_comment,注释极短 (4字): '河口乡镇',确认该注释是否足以让模型理解字段含义
se_watershed_river,mouth_village,character varying,河口村,流域河流管理档案表,very_short_comment,注释极短 (3字): '河口村',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_dbo_operator_day_burnup_df,b_date,character varying,日期,船舶公司每天的燃耗,time_like_field,日期类字段，注释可能过于通用: 字段名 'b_date' 注释为 '日期',人工确认注释是否准确描述该字段业务含义
stg_sjtj_sxhysjzxpt_dbo_operator_day_burnup_df,b_date,character varying,日期,船舶公司每天的燃耗,very_short_comment,注释极短 (2字): '日期',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_dbo_operator_day_burnup_df,b_date,character varying,日期,船舶公司每天的燃耗,generic_comment,注释过于通用: '日期'，可能不足以区分业务上下文,确认该注释是否需要补充业务含义，但禁止在当前阶段修改
stg_sjtj_sxhysjzxpt_dbo_operator_day_burnup_df,operator,character varying,船运公司,船舶公司每天的燃耗,very_short_comment,注释极短 (4字): '船运公司',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_dbo_operator_day_burnup_df,burnup,double precision,燃耗值,船舶公司每天的燃耗,very_short_comment,注释极短 (3字): '燃耗值',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_dbo_operator_day_burnup_df,dt,character varying,分区日期,船舶公司每天的燃耗,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_t_vessel_info_df,declareno,character varying,船舶报港号,船舶报港离港信息,very_short_comment,注释极短 (5字): '船舶报港号',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_t_vessel_info_df,portname,character varying,港口,船舶报港离港信息,very_short_comment,注释极短 (2字): '港口',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_t_vessel_info_df,voyname,character varying,航线,船舶报港离港信息,very_short_comment,注释极短 (2字): '航线',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_t_vessel_info_df,vslname,character varying,船号,船舶报港离港信息,very_short_comment,注释极短 (2字): '船号',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_t_vessel_info_df,declaretime,character varying,报港时间,船舶报港离港信息,very_short_comment,注释极短 (4字): '报港时间',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_t_vessel_info_df,levelporttime,character varying,离港时间,船舶报港离港信息,very_short_comment,注释极短 (4字): '离港时间',确认该注释是否足以让模型理解字段含义
stg_sjtj_sxhysjzxpt_t_vessel_info_df,dt,character varying,分区日期,船舶报港离港信息,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_clean_company_df,dt,character varying,分区日期,锚地与清洁公司关联表,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,lon,double precision,经度,锚地信息表,very_short_comment,注释极短 (2字): '经度',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,lat,double precision,纬度,锚地信息表,very_short_comment,注释极短 (2字): '纬度',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,corp_code,character varying,所属管理机构code,锚地信息表,code_like_field,编码类字段，注释可能过于通用: 字段名 'corp_code' 注释为 '所属管理机构code',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,river_area,character varying,流域,锚地信息表,very_short_comment,注释极短 (2字): '流域',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_anchorage_info_df,dt,character varying,分区日期,锚地信息表,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,comp_name,character varying,清洁公司名称,船舶污染物清洁公司信息,name_like_field,名称类字段，注释可能过于通用: 字段名 'comp_name' 注释为 '清洁公司名称',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,comp_code,character varying,组织机构代码,船舶污染物清洁公司信息,code_like_field,编码类字段，注释可能过于通用: 字段名 'comp_code' 注释为 '组织机构代码',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,tel,character varying,联系电话,船舶污染物清洁公司信息,very_short_comment,注释极短 (4字): '联系电话',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df,dt,character varying,分区日期,船舶污染物清洁公司信息,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,transfer_num,bigint,转运单次,全流程协同指数,very_short_comment,注释极短 (4字): '转运单次',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,process_num,bigint,处置单次,全流程协同指数,very_short_comment,注释极短 (4字): '处置单次',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,day,character varying,日期,全流程协同指数,very_short_comment,注释极短 (2字): '日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,day,character varying,日期,全流程协同指数,generic_comment,注释过于通用: '日期'，可能不足以区分业务上下文,确认该注释是否需要补充业务含义，但禁止在当前阶段修改
stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,coordination_index,numeric,协同指数,全流程协同指数,very_short_comment,注释极短 (4字): '协同指数',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df,dt,character varying,分区日期,全流程协同指数,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,date,timestamp without time zone,日期,根据行船类别统计每日污染物提交重量,time_like_field,日期类字段，注释可能过于通用: 字段名 'date' 注释为 '日期',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,date,timestamp without time zone,日期,根据行船类别统计每日污染物提交重量,very_short_comment,注释极短 (2字): '日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,date,timestamp without time zone,日期,根据行船类别统计每日污染物提交重量,generic_comment,注释过于通用: '日期'，可能不足以区分业务上下文,确认该注释是否需要补充业务含义，但禁止在当前阶段修改
stg_sjtysj_cbwrwxtzlxxxt_b_day_pollution_weight_df,dt,character varying,分区日期,根据行船类别统计每日污染物提交重量,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,day,character varying,日期,接收船舶考评日报,very_short_comment,注释极短 (2字): '日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,day,character varying,日期,接收船舶考评日报,generic_comment,注释过于通用: '日期'，可能不足以区分业务上下文,确认该注释是否需要补充业务含义，但禁止在当前阶段修改
stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,receive_ship_id,bigint,接收船舶id,接收船舶考评日报,id_like_field,ID 类字段，注释可能过于通用: 字段名 'receive_ship_id' 注释为 '接收船舶id',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,ship_select_count,bigint,行船选择数,接收船舶考评日报,very_short_comment,注释极短 (5字): '行船选择数',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,qrcode_js_count,bigint,扫码接单数,接收船舶考评日报,very_short_comment,注释极短 (5字): '扫码接单数',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,subscribe_js_count,bigint,预约接单数,接收船舶考评日报,very_short_comment,注释极短 (5字): '预约接单数',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df,dt,character varying,分区日期,接收船舶考评日报,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,day,character varying,日期,净小宜全流程各类型主体数量,very_short_comment,注释极短 (2字): '日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,day,character varying,日期,净小宜全流程各类型主体数量,generic_comment,注释过于通用: '日期'，可能不足以区分业务上下文,确认该注释是否需要补充业务含义，但禁止在当前阶段修改
stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,wharf_num,bigint,码头数量,净小宜全流程各类型主体数量,very_short_comment,注释极短 (4字): '码头数量',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_subject_num_df,dt,character varying,分区日期,净小宜全流程各类型主体数量,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,day,character varying,日期,洗舱服务,very_short_comment,注释极短 (2字): '日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,day,character varying,日期,洗舱服务,generic_comment,注释过于通用: '日期'，可能不足以区分业务上下文,确认该注释是否需要补充业务含义，但禁止在当前阶段修改
stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,xcs_order_cnt,bigint,洗舱水艘次,洗舱服务,very_short_comment,注释极短 (5字): '洗舱水艘次',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_day_sxhy_df,dt,character varying,分区日期,洗舱服务,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_ship_id,bigint,接收船舶id,污染物接收量数据,id_like_field,ID 类字段，注释可能过于通用: 字段名 'receive_ship_id' 注释为 '接收船舶id',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,subsidy_amount,numeric,补贴金额,污染物接收量数据,very_short_comment,注释极短 (4字): '补贴金额',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_order_count,bigint,接单数,污染物接收量数据,very_short_comment,注释极短 (3字): '接单数',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_fy_num,numeric,废油接收量,污染物接收量数据,very_short_comment,注释极短 (5字): '废油接收量',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,receive_fy_order_count,bigint,废油接单数,污染物接收量数据,very_short_comment,注释极短 (5字): '废油接单数',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df,dt,character varying,分区日期,污染物接收量数据,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,day,character varying,日期,每日各清洁公司接单接收时效数据,very_short_comment,注释极短 (2字): '日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,day,character varying,日期,每日各清洁公司接单接收时效数据,generic_comment,注释过于通用: '日期'，可能不足以区分业务上下文,确认该注释是否需要补充业务含义，但禁止在当前阶段修改
stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,clean_company_name,character varying,清洁公司名称,每日各清洁公司接单接收时效数据,name_like_field,名称类字段，注释可能过于通用: 字段名 'clean_company_name' 注释为 '清洁公司名称',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,order_minute,numeric,接单时效,每日各清洁公司接单接收时效数据,very_short_comment,注释极短 (4字): '接单时效',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,order_num,bigint,接单单数,每日各清洁公司接单接收时效数据,very_short_comment,注释极短 (4字): '接单单数',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,receive_minute,numeric,接收时效,每日各清洁公司接单接收时效数据,very_short_comment,注释极短 (4字): '接收时效',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df,dt,character varying,分区日期,每日各清洁公司接单接收时效数据,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,unit_name,character varying,处置单位名称,船舶污染物处置单位信息表,name_like_field,名称类字段，注释可能过于通用: 字段名 'unit_name' 注释为 '处置单位名称',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,unit_code,character varying,组织机构代码,船舶污染物处置单位信息表,code_like_field,编码类字段，注释可能过于通用: 字段名 'unit_code' 注释为 '组织机构代码',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,unit_type,character varying,"单位类型:转运单位,处置单位",船舶污染物处置单位信息表,code_like_field,"类型类字段，注释可能过于通用: 字段名 'unit_type' 注释为 '单位类型:转运单位,处置单位'",人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,phone,character varying,联系电话,船舶污染物处置单位信息表,very_short_comment,注释极短 (4字): '联系电话',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,address_name,character varying,省，市，区，地址名称,船舶污染物处置单位信息表,name_like_field,名称类字段，注释可能过于通用: 字段名 'address_name' 注释为 '省，市，区，地址名称',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,detail,character varying,地址详情,船舶污染物处置单位信息表,very_short_comment,注释极短 (4字): '地址详情',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,process_unit_type,character varying,处置单位类型，1：固废处置场，2:污水处理场，3炼油场,船舶污染物处置单位信息表,code_like_field,类型类字段，注释可能过于通用: 字段名 'process_unit_type' 注释为 '处置单位类型，1：固废处置场，2:污水处理场，3炼油场',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,manager_unit,character varying,主管单位,船舶污染物处置单位信息表,very_short_comment,注释极短 (4字): '主管单位',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,business_scope_name,character varying,业务范围名称,船舶污染物处置单位信息表,name_like_field,名称类字段，注释可能过于通用: 字段名 'business_scope_name' 注释为 '业务范围名称',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df,dt,character varying,分区日期,船舶污染物处置单位信息表,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,shipnum,bigint,行船选择,接受船舶评估,very_short_comment,注释极短 (4字): '行船选择',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,billnum,bigint,按时接单,接受船舶评估,very_short_comment,注释极短 (4字): '按时接单',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,ontimes,bigint,按时接收,接受船舶评估,very_short_comment,注释极短 (4字): '按时接收',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,unbillnum,bigint,未按时接单,接受船舶评估,very_short_comment,注释极短 (5字): '未按时接单',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,untimes,bigint,未按时接收,接受船舶评估,very_short_comment,注释极短 (5字): '未按时接收',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_assessment_df,dt,character varying,分区日期,接受船舶评估,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,ship_name,character varying,船名,船舶污染物接收船舶信息表,name_like_field,名称类字段，注释可能过于通用: 字段名 'ship_name' 注释为 '船名',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,ship_name,character varying,船名,船舶污染物接收船舶信息表,very_short_comment,注释极短 (2字): '船名',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,clean_company_id,bigint,所属公司id,船舶污染物接收船舶信息表,id_like_field,ID 类字段，注释可能过于通用: 字段名 'clean_company_id' 注释为 '所属公司id',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,registry_port,character varying,船籍港,船舶污染物接收船舶信息表,very_short_comment,注释极短 (3字): '船籍港',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,ship_owner,character varying,船舶所有人,船舶污染物接收船舶信息表,very_short_comment,注释极短 (5字): '船舶所有人',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,ship_operator,character varying,船舶经营人,船舶污染物接收船舶信息表,very_short_comment,注释极短 (5字): '船舶经营人',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,captain,character varying,船长,船舶污染物接收船舶信息表,very_short_comment,注释极短 (2字): '船长',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,ship_type,character varying,船舶类型：生活垃圾、生活污水、油污水、多功能,船舶污染物接收船舶信息表,code_like_field,类型类字段，注释可能过于通用: 字段名 'ship_type' 注释为 '船舶类型：生活垃圾、生活污水、油污水、多功能',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,load_weight,numeric,核载重量,船舶污染物接收船舶信息表,very_short_comment,注释极短 (4字): '核载重量',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,carrier_volume,numeric,核载体积,船舶污染物接收船舶信息表,very_short_comment,注释极短 (4字): '核载体积',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,fee_standard_status,character varying,收费标准申请状态，0为审批中，1为已完成,船舶污染物接收船舶信息表,status_like_field,状态类字段，注释可能过于通用: 字段名 'fee_standard_status' 注释为 '收费标准申请状态，0为审批中，1为已完成',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,anchoring_distance,bigint,锚定距离,船舶污染物接收船舶信息表,very_short_comment,注释极短 (4字): '锚定距离',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,free_flag,bigint,是否从事免费接收,船舶污染物接收船舶信息表,status_like_field,标记类字段，注释可能过于通用: 字段名 'free_flag' 注释为 '是否从事免费接收',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df,dt,character varying,分区日期,船舶污染物接收船舶信息表,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,driver,character varying,主要司机,转运车辆信息,very_short_comment,注释极短 (4字): '主要司机',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,phone,character varying,联系电话,转运车辆信息,very_short_comment,注释极短 (4字): '联系电话',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,car_type,character varying,车辆类型,转运车辆信息,code_like_field,类型类字段，注释可能过于通用: 字段名 'car_type' 注释为 '车辆类型',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,car_type,character varying,车辆类型,转运车辆信息,very_short_comment,注释极短 (4字): '车辆类型',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,auto_trans_flag,bigint,上岸即处置开关,转运车辆信息,status_like_field,标记类字段，注释可能过于通用: 字段名 'auto_trans_flag' 注释为 '上岸即处置开关',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df,dt,character varying,分区日期,转运车辆信息,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,wharf_code,character varying,码头代码,船舶污染物接收码头信息表,code_like_field,编码类字段，注释可能过于通用: 字段名 'wharf_code' 注释为 '码头代码',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,wharf_code,character varying,码头代码,船舶污染物接收码头信息表,very_short_comment,注释极短 (4字): '码头代码',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,phone,character varying,联系电话,船舶污染物接收码头信息表,very_short_comment,注释极短 (4字): '联系电话',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,process_id,bigint,处置单位id,船舶污染物接收码头信息表,id_like_field,ID 类字段，注释可能过于通用: 字段名 'process_id' 注释为 '处置单位id',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,only_jxy_flag,bigint,是否只用于净小宜,船舶污染物接收码头信息表,status_like_field,标记类字段，注释可能过于通用: 字段名 'only_jxy_flag' 注释为 '是否只用于净小宜',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df,dt,character varying,分区日期,船舶污染物接收码头信息表,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,day,character varying,日期,码头接单情况,very_short_comment,注释极短 (2字): '日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,day,character varying,日期,码头接单情况,generic_comment,注释过于通用: '日期'，可能不足以区分业务上下文,确认该注释是否需要补充业务含义，但禁止在当前阶段修改
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,fy_num,numeric,废油接收量,码头接单情况,very_short_comment,注释极短 (5字): '废油接收量',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,order_count,bigint,接收单数,码头接单情况,very_short_comment,注释极短 (4字): '接收单数',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_b_wharf_kpi_df,dt,character varying,分区日期,码头接单情况,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,remain_num,character varying,剩余数量,污染物接收明细,very_short_comment,注释极短 (4字): '剩余数量',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,amount,numeric,金额,污染物接收明细,very_short_comment,注释极短 (2字): '金额',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,apply_picture,character varying,申请照,污染物接收明细,very_short_comment,注释极短 (3字): '申请照',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,handle_picture,character varying,处理照片,污染物接收明细,very_short_comment,注释极短 (4字): '处理照片',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,trans_status,bigint,转运状态,污染物接收明细,status_like_field,状态类字段，注释可能过于通用: 字段名 'trans_status' 注释为 '转运状态',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,trans_status,bigint,转运状态,污染物接收明细,very_short_comment,注释极短 (4字): '转运状态',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df,dt,character varying,分区日期,污染物接收明细,very_short_comment,注释极短 (4字): '分区日期',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,port_id,bigint,港口id,污染物接收表,id_like_field,ID 类字段，注释可能过于通用: 字段名 'port_id' 注释为 '港口id',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,port_id,bigint,港口id,污染物接收表,very_short_comment,注释极短 (4字): '港口id',确认该注释是否足以让模型理解字段含义
stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,ship_name,character varying,船名,污染物接收表,name_like_field,名称类字段，注释可能过于通用: 字段名 'ship_name' 注释为 '船名',人工确认注释是否准确描述该字段业务含义
stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df,ship_name,character varying,船名,污染物接收表,very_short_comment,注释极短 (2字): '船名',确认该注释是否足以让模型理解字段含义
