schema_name,table_name,column_name,data_type,candidate_comment,suggested_decision,human_decision,review_note
public,wh_meteorological_predict_day_records,windspeed_10m_24h,double precision,10米风速（24小时平均）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_day_records,windspeed_10m_24h_min,double precision,10米风速最小值（24小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_day_records,windspeed_10m_24h_max,double precision,10米风速最大值（24小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,winddirect_10m_1h,double precision,10米风向（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,winddirect8_10m_1h,character varying(16),10米8方位风向（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,winddirect16_10m_1h,character varying(16),10米16方位风向（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,windspeed_10m_1h,double precision,10米风速（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,tem_2m_1h,double precision,2米温度（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,hum_2m_1h,double precision,2米湿度（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,dewpoint_1h,double precision,露点温度（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,dtem_2m_1h,double precision,2米温度1小时变化,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,dtem_2m_3h,double precision,2米温度3小时变化,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,dtem_2m_6h,double precision,2米温度6小时变化,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,dtem_2m_12h,double precision,2米温度12小时变化,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,dtem_2m_24h,double precision,2米温度24小时变化,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,rain_1h,double precision,小时降雨量,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,rain_3h,double precision,3小时累计降雨量,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,rain_6h,double precision,6小时累计降雨量,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,rain_12h,double precision,12小时累计降雨量,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,rain_24h,double precision,24小时累计降雨量,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,lowcloud_1h,double precision,低云量（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,midcloud_1h,double precision,中云量（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,highcloud_1h,double precision,高云量（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,totalcloud_1h,double precision,总云量（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,pbl_1h,double precision,行星边界层高度（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,height_1h,double precision,边界层高度（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,pressure_1h,double precision,海平面气压（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,stapress_1h,double precision,地面气压（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,glw_1h,double precision,长波辐射通量（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,swdown_1h,double precision,短波辐射通量（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,p850inver_1h,double precision,850hPa逆温层高度（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,p925inver_1h,double precision,925hPa逆温层高度（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wh_meteorological_predict_hour_records,visib_1h,double precision,能见度（小时）,suggest_approve,,气象预测物理量字段，字段名精确映射到标准气象变量，注释质量高
public,wm_hydrological_info,last_maintenance_time,date,最近维护时间,suggest_approve,,测站信息标准字段（last_maintenance_time=最近维护时间）
public,wm_meteorological_info,last_maintenance_time,date,最近维护时间,suggest_approve,,测站信息标准字段（last_maintenance_time=最近维护时间）
public,wm_raster_inversion_config,type_code,bigint,反演类型编码,suggest_approve,,配置表类型编码
public,wm_raster_inversion_config,boundaries_json,text,分类边界值JSON,suggest_hold,,JSON配置字段，需确认存储内容（boundaries/labels/colors）
public,wm_raster_inversion_config,labels_json,text,分类标签JSON,suggest_hold,,JSON配置字段，需确认存储内容（boundaries/labels/colors）
public,wm_raster_inversion_config,colors_json,text,分类颜色JSON,suggest_hold,,JSON配置字段，需确认存储内容（boundaries/labels/colors）
public,wm_station_info,last_maintenance_time,date,最近维护时间,suggest_approve,,测站信息标准字段（last_maintenance_time=最近维护时间）
public,wm_waterbody_info,water_body_function,character varying(255),水体功能类别,suggest_approve,,水体信息字段，英文含义明确
public,wm_waterbody_info,basin,character varying(255),所在流域,suggest_approve,,水体信息字段，英文含义明确
public,wm_waterbody_info,country,character varying(255),国家,suggest_hold,,中置信度通用字段，建议抽查后批量确认
public,wm_waterbody_info,start_village,character varying(255),起点村/社区,suggest_approve,,水体信息字段，英文含义明确
public,wm_waterbody_info,end_village,character varying(255),终点村/社区,suggest_approve,,水体信息字段，英文含义明确
public,wm_waterbody_info,up_stream,character varying(255),上游水体,suggest_approve,,水体信息字段，英文含义明确
public,wm_waterbody_info,down_stream,character varying(255),下游水体,suggest_approve,,水体信息字段，英文含义明确
public,wm_waterquality_day_records,record_type,character(1),记录类型,suggest_hold,,水质记录状态/类型枚举，需确认枚举值含义
public,wst_asset_trace_snap,snap_distance_m,"numeric(18,3)",吸附距离（米）,suggest_approve,,溯源吸附结果字段
public,wst_asset_type_dict,asset_group,character varying(100),资产分组编码,suggest_approve,,资产类型字典标准字段
public,wst_asset_type_dict,asset_group_name,character varying(100),资产分组名称,suggest_approve,,资产类型字典标准字段
public,wst_asset_type_dict,group_sort,integer,分组排序号,suggest_approve,,资产类型字典标准字段
public,wst_asset_type_dict,group_description,text,分组描述,suggest_approve,,资产类型字典标准字段
public,wst_layer_river,next_down,bigint,下游河流ID,suggest_approve,,溯源图层河流标准字段
public,wst_layer_river,river_class,character varying(64),河流类别,suggest_approve,,溯源图层河流标准字段
public,wst_layer_river,length_km,numeric,河流长度（公里）,suggest_approve,,溯源图层河流标准字段
public,wst_layer_river,from_z,numeric,起点高程,suggest_approve,,溯源图层河流标准字段
public,wst_layer_river,to_z,numeric,终点高程,suggest_approve,,溯源图层河流标准字段
public,wst_layer_river,metadata_json,jsonb,元数据JSON,suggest_hold,,需确认
public,wst_trace_edge,direction_status,character varying(64),流向状态,suggest_approve,,溯源边拓扑字段（direction_status=流向状态）
public,wst_trace_topology_issue,issue_type,character varying(64),问题类型,suggest_approve,,溯源拓扑问题字段，英文命名清晰（issue_type/issue_name等）
public,wst_trace_topology_issue,issue_name,character varying(128),问题名称,suggest_approve,,溯源拓扑问题字段，英文命名清晰（issue_type/issue_name等）
public,wst_trace_topology_issue,issue_level,character varying(32),问题级别,suggest_approve,,溯源拓扑问题字段，英文命名清晰（issue_type/issue_name等）
public,wst_trace_topology_issue,object_type,character varying(64),关联对象类型,suggest_approve,,溯源拓扑问题字段，英文命名清晰（issue_type/issue_name等）
public,wst_trace_topology_issue,object_id,bigint,关联对象ID,suggest_approve,,溯源拓扑问题字段，英文命名清晰（issue_type/issue_name等）
public,wst_trace_topology_issue,object_name,character varying(255),关联对象名称,suggest_approve,,溯源拓扑问题字段，英文命名清晰（issue_type/issue_name等）
public,wst_trace_topology_issue,issue_desc,text,问题详细描述,suggest_approve,,溯源拓扑问题字段，英文命名清晰（issue_type/issue_name等）
public,wst_trace_topology_issue,metadata_json,jsonb,元数据JSON,suggest_approve,,溯源拓扑问题字段，英文命名清晰（issue_type/issue_name等）
