table_name,column_name,data_type,column_comment,table_comment,training_status,risk_level,reason
rs_outlet,is_drain_toxic,character,是否排放有毒有害污染物,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,is_large,character varying,是否为规模以上排口,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,handle_type,character varying,整治类型（依法取缔、清理合并、规范整治、无需整治，单选）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,is_finish_standard,character,是否完成规范化建设：是、否,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,standard_content,character varying,规范化建设内容,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,repair_judge_criteria,character varying,完成整治判定条件,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,exist_problem,character varying,排污口存在的问题,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,other_problem,character varying,其他问题描述,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,specific_requirement,character varying,具体情形和技术要求,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,handle_method,character varying,整治措施（多选用英文逗号分隔）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,finish_date,timestamp without time zone,完成时限,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,handle_stage,character varying,整治阶段（选项为：未整治、整治中、完成整治）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,handle_result,character varying,整治成效,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,approve_advice,character varying,审批意见,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,approve_node,character varying,审批标记,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,is_quick_detect,character varying,水质快速检测-是否具备采样条件,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,other_sewage_type,character varying,其他污水类型,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,drain_standard,character varying,排放标准（国家或地方发布的行业标准）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,approve_status,character varying,审批登记情况（已审批、已登记、未审批、未登记）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,quick_detect_ph,character varying,水质快速检测-pH值,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,quick_detect_cod,character varying,水质快速检测-COD（mg/L）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,quick_detect_ad,character varying,水质快速检测-氨氮（mg/L）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,quick_detect_zl,character varying,水质快速检测-总磷（mg/L）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,quick_detect_sl,character varying,水质快速检测-流量(m^3/D),排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_date,character varying,采样时间（yyyy-MM-dd）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_sl,character varying,实验室监测-流量(m^3/D),排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_sw,character varying,实验室监测-水温（℃）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_bod,character varying,实验室监测-BOD,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_hff,character varying,实验室监测-挥发酚,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_ph,character varying,实验室监测-pH值,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_cod,character varying,实验室监测-COD值,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_ad,character varying,实验室监测-氨氮（mg/L）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_zl,character varying,实验室监测-总磷（mg/L）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_zd,character varying,实验室监测-总氮(mg/L),排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,photo_close_path,character varying,排污口近景照片,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,photo_distant_path,character varying,排污口远景照片,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,photo_main_path,character varying,责任主体照片,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,photo_handle_finish_path,character varying,整治完成后的照片,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,outlet_code_province,character varying,排污口编码：省级,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,waterbody_manager_level,character varying,水体管理级别,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,waterbody_name_in,character varying,受纳水体名称,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,key_river_name_province,character varying,省级重点河湖名称,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,drain_abnormal_other,character varying,其他状况,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,primary_obligor_code,character varying,主要责任主体排污许可证号或排污登记号,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,unified_credit_code,character varying,统一信用代码,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,pollutant_name,character varying,污染物（多个用英文逗号拼接）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,pollutant_density,character varying,污染物浓度（污染物对应浓度，多个用英文逗号拼接）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,sewage_emission,character varying,年污水排放量(t)（污染物对应排放量，多个用英文逗号拼接）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,pollutant_emission,character varying,年污染物排放总量(t)（污染物对应排放量，多个用英文逗号拼接）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,handle_result_condition,character,是否已满足整治总则中完成整治的判定条件,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_type,character varying,采样类型,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,monitor_sample_mark,character varying,采样备注,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,has_sample_condition,character,是否具备采样条件（默认无）,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,primary_table_id,character varying,主表ID,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet,sfzdjg,character varying,是否重点监管排污口,排污口信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,outlet_code_national,character varying,排污口编码(国家统一赋码),排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,outlet_code_local,character varying,排污口编码(省市系统自有编码),排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,is_key_river_outlet,character varying,是否为重点河湖排污口,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,river_system,character varying,所属水系,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,province_city_district,character varying,省市区县,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,outlet_name,character varying,排污口名称,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,watershed_name,character varying,流域名称,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,outlet_category,character varying,排污口分类,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,is_lake_inflow,character varying,是否为入湖河流,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,is_water_func_zone,character varying,是否位于水功能区,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,level1_water_func_zone,character varying,一级水功能区名称,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,level1_water_quality_target,character varying,一级水功能区水质目标,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,level2_water_func_zone,character varying,二级水功能区名称,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,level2_water_quality_target,character varying,二级水功能区水质目标,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,is_water_env_func_zone,character varying,是否位于水环境功能区,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,water_env_func_zone_name,character varying,水环境功能区名称,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,water_env_func_zone_target,character varying,水环境功能区目标,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,national_section_name,character varying,国控断面名称,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,provincial_section_name,character varying,省控断面名称,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,municipal_section_name,character varying,市控断面名称,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_info_v2,river_chief_info,character varying,河长信息,排污口管理,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_live_v2,gate_morphology,character varying,口门形态,排污口实况,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_live_v2,drainage_feature,character varying,排水特征,排污口实况,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_live_v2,has_abnormal,character varying,有无异常状况,排污口实况,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_live_v2,has_online_monitor,character varying,是否实现在线监测,排污口实况,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_live_v2,has_sampling_condition,character varying,是否具备采样条件,排污口实况,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_live_v2,outlet_name,character varying,排污口名称,排污口实况,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,sampling_time,timestamp without time zone,采样时间,排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,monitor_type,character varying,监测类型,排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,flow,numeric,流量(立方米/天),排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,water_temp,numeric,水温(℃),排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,bod,numeric,BOD(mg/L),排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,cod,numeric,COD(mg/L),排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,ph,numeric,pH,排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,ammonia_nitrogen,numeric,氨氮(mg/L),排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,total_phosphorus,numeric,总磷(mg/L),排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,total_nitrogen,numeric,总氮(mg/L),排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_monitor_v2,outlet_name,character varying,排污口名称,排污口监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_remediation_v2,is_remediated,character varying,是否完成整治,排污口整治,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_remediation_v2,remediation_type,character varying,整治类型,排污口整治,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_remediation_v2,remediation_video,character varying,整治视频,排污口整治,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_remediation_v2,supporting_docs,character varying,证明材料,排污口整治,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_remediation_v2,is_standardized,character varying,是否完成规范化建设,排污口整治,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_remediation_v2,standardization_content,character varying,规范化建设内容,排污口整治,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_remediation_v2,outlet_name,character varying,排污口名称,排污口整治,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,primary_entity_name,character varying,主要责任主体名称,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,other_entity_name,character varying,其他责任主体名称,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,primary_contact,character varying,主要责任主体联系人,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,primary_phone,character varying,主要责任主体联系电话,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,discharge_permit_no,character varying,排污许可证号或排污登记号,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,has_toxic_pollutant,character varying,是否排放有毒有害污染物,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,wastewater_type,character varying,污水类型,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,other_wastewater_type,character varying,其他污水类型,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,is_above_scale,character varying,是否为规模以上排污口,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,approval_status,character varying,审批登记情况,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,pollutant_info,text,污染物及排放量(JSON),排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_outlet_trace_v2,outlet_name,character varying,排污口名称,排污口溯源,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,wrybh,character varying,污染源编号,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,wrymc,character varying,污染源名称,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,tyshxydm,character varying,统一社会信用代码,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,zzjgdm,character varying,组织机构代码,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,pwxkzbh,character varying,排污许可证编号,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,frmc,character varying,法人名称,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,lxdh,character varying,联系电话,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,zcdz,character varying,注册地址,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,jycsdz,character varying,经营场所地址,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,jd,double precision,经度,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,wd,double precision,纬度,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,hblxr,character varying,环保联系人,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,hbrlxdh,character varying,环保联系人电话,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,hymc,character varying,行业名称,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,zdlxmc,character varying,重点污染源类型名称,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,ywgs,character varying,运维公司,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_enterprise,ssqxmc,character varying,区县名称,污染源企业信息表：宜昌污染源在线平台企业信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_info,jcdbh,character varying,监测点编号,企业污染源排口信息表：宜昌污染源在线平台,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_info,jcdmc,character varying,监测点名称,企业污染源排口信息表：宜昌污染源在线平台,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_info,wrybh,character varying,污染源编号,企业污染源排口信息表：宜昌污染源在线平台,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_info,pwkwz,character varying,排放口位置,企业污染源排口信息表：宜昌污染源在线平台,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_info,sfjsk,character varying,是否进水口（0：否；1：是）,企业污染源排口信息表：宜昌污染源在线平台,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_info,sfzs,character,是否烧结等无需折算（0：否；1：是）,企业污染源排口信息表：宜昌污染源在线平台,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_info,zsxs,character varying,折算系数,企业污染源排口信息表：宜昌污染源在线平台,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_info,jd,double precision,经度,企业污染源排口信息表：宜昌污染源在线平台,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_info,wd,double precision,纬度,企业污染源排口信息表：宜昌污染源在线平台,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_pollutant_info,wrlx,character varying,污染类型：FS-废水、FQ-废气,企业污染源排口信息表：宜昌污染源在线平台,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,admin_division,character varying,行政区划,污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,project_name,character varying,项目名称,污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,run_status,character varying,运行状态,污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,treatment_process,character varying,处理工艺,污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,project_location_lng,numeric,项目所在地经度,污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,project_location_lat,numeric,项目所在地纬度,污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,outlet_total_lng,numeric,污水总排放口经度,污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,outlet_total_lat,numeric,污水总排放口纬度,污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,design_scale,numeric,设计规模(t/d),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,actual_assess_scale,numeric,实际考核规模(t/d),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,load_rate,numeric,负荷率(%),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,influent_flow,numeric,进水流量(m3/d),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,influent_cod,numeric,进水COD(mg/L),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,influent_ph,numeric,进水pH,污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,influent_ammonia,numeric,进水氨氮(mg/L),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,influent_tp,numeric,进水总磷(mg/L),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,influent_tn,numeric,进水总氮(mg/L),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,effluent_flow,numeric,出水流量(m3/d),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,effluent_cod,numeric,出水COD(mg/L),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,effluent_ph,numeric,出水pH,污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,effluent_ammonia,numeric,出水氨氮(mg/L),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,effluent_tp,numeric,出水总磷(mg/L),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,effluent_tn,numeric,出水总氮(mg/L),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,cod_daily_reduction,numeric,COD日削减量(t/d),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,cod_annual_reduction,numeric,COD年削减量(t/a),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,pipe_total_length,numeric,园区管网总长(km),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,well_count,integer,管井数量(个),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,pump_station_count,integer,提升泵站数量(个),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,enterprise_total,integer,园区企业总数(家),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,connected_enterprise,integer,已接入企业数(家),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,connection_rate,numeric,接入率(%),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,enterprise_drainage,numeric,企业排水总量(m3/d),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,key_pollution_enterprise,integer,重点排污企业数(家),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,online_monitor_enterprise,integer,在线监测企业数(家),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,monitor_coverage_rate,numeric,监测覆盖率(%),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
rs_sewage_info_v2,monthly_fee_total,numeric,月污水处理费总额(元),污水处理厂档案管理及监测,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
