table_schema,table_name,column_name,data_type,column_comment,table_comment,source,training_status,risk_level,reason
public,rs_wastewater_hour_records,m1_status,character varying,m1_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m1_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m2_value,double precision,m2_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m2_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m2_status,character varying,m2_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m2_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m3_value,double precision,m3_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m3_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m3_status,character varying,m3_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m3_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m4_value,double precision,m4_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m4_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m4_status,character varying,m4_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m4_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m5_value,double precision,m5_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m5_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m5_status,character varying,m5_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m5_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m6_value,double precision,m6_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m6_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m6_status,character varying,m6_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m6_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m7_value,double precision,m7_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m7_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m7_status,character varying,m7_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m7_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m8_value,double precision,m8_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m8_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m8_status,character varying,m8_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m8_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m9_value,double precision,m9_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m9_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m9_status,character varying,m9_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m9_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m10_value,double precision,m10_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m10_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m10_status,character varying,m10_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m10_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m11_value,double precision,m11_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m11_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m11_status,character varying,m11_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m11_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m12_value,double precision,m12_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m12_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m12_status,character varying,m12_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m12_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m13_value,double precision,m13_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m13_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m13_status,character varying,m13_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m13_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m14_value,double precision,m14_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m14_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m14_status,character varying,m14_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m14_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m15_value,double precision,m15_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m15_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m15_status,character varying,m15_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m15_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m16_value,double precision,m16_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m16_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m16_status,character varying,m16_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m16_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m17_value,double precision,m17_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m17_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m17_status,character varying,m17_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m17_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m18_value,double precision,m18_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m18_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m18_status,character varying,m18_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m18_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m19_value,double precision,m19_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m19_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m19_status,character varying,m19_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m19_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m20_value,double precision,m20_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m20_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m20_status,character varying,m20_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m20_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m21_value,double precision,m21_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m21_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m21_status,character varying,m21_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m21_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m22_value,double precision,m22_value,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m22_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,m22_status,character varying,m22_status,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 m22_status 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,create_by,bigint,创建人,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,create_time,timestamp without time zone,创建时间,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,update_by,bigint,更新人,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,update_time,timestamp without time zone,更新时间,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_hour_records,del_flag,character varying,删除标记：0未删除、1已删除,污染源-小时监测数据表,existing_comment,candidate_with_conflict_warning,medium,字段名 del_flag 在库内其他表中存在不同注释（12种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,id,bigint,主键ID,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,timestamp,timestamp without time zone,统计月份起始时间（当月第一天00:00:00）,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 timestamp 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,type,character varying,类型：PS-排水口，PQ-排气口,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 type 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,pollutant_id,bigint,"排污口/排气口ID（关联
 rs_pollutant_info.id）",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 pollutant_id 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,status,character varying,"当月综合状态：nobeyond-正常，below-偏低
 ，beyond-超标",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 status 在库内其他表中存在不同注释（16种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,record_type,character varying,记录类型：0-正常统计，1-补录,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 record_type 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,monitor_year,integer,监测年份,污染源监测月记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,rs_wastewater_month_records,monitor_month,integer,监测月份,污染源监测月记录表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,rs_wastewater_month_records,remark,character varying,备注,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 remark 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,ll,double precision,月流量（各日流量的平均值）,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 ll 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,ll_count,integer,月流量有效数据计数（参与平均的天数）,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 ll_count 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,pfl,double precision,月排流量（各日排流量的累加值）,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 pfl 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,pfl_count,integer,月排流量有效数据计数（参与累加的天数）,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 pfl_count 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m1_value,double precision,"【PS】化学需氧量(COD)月平均值 / 【PQ】烟尘
 月平均值",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m1_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m1_count,integer,m1 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m1_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m2_value,double precision,"【PS】总氮(TN)月平均值 / 【PQ】二氧化硫月平
 均值",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m2_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m2_count,integer,m2 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m2_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m3_value,double precision,【PS】pH月平均值 / 【PQ】氮氧化物月平均值,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m3_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m3_count,integer,m3 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m3_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m4_value,double precision,"【PS】氨氮月平均值 / 【PQ】一氧化氮月平均值
 ",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m4_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m4_count,integer,m4 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m4_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m5_value,double precision,"【PS】水温月平均值 / 【PQ】二氧化氮月平均值
 ",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m5_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m5_count,integer,m5 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m5_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m6_value,double precision,"【PS】总磷月平均值 / 【PQ】一氧化碳月平均值
 ",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m6_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m6_count,integer,m6 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m6_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m7_value,double precision,"【PS】悬浮物月平均值 / 【PQ】氯化氢月平均值
 ",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m7_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m7_count,integer,m7 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m7_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m8_value,double precision,"【PS】余氯月平均值 / 【PQ】非甲烷总烃月平均
 值",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m8_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m8_count,integer,m8 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m8_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m9_value,double precision,【PS】六价铬月平均值 / 【PQ】苯月平均值,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m9_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m9_count,integer,m9 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m9_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m10_value,double precision,"【PS】石油类月平均值 / 【PQ】甲苯月平均值
 ",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m10_value 在库内其他表中存在不同注释（8种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m10_count,integer,m10 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m10_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m11_value,double precision,"【PS】氟化物月平均值 / 【PQ】二甲苯月平均
 值",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m11_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m11_count,integer,m11 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m11_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m12_value,double precision,"【PS】总铬月平均值 / 【PQ】碳氢化合物月平
 均值",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m12_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m12_count,integer,m12 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m12_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m13_value,double precision,"【PS】氰化物月平均值 / 【PQ】甲烷月平均值
 ",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m13_value 在库内其他表中存在不同注释（7种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m13_count,integer,m13 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m13_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m14_value,double precision,"【PS】总锰月平均值 / 【PQ】氟化氢月平均值
 ",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m14_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m14_count,integer,m14 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m14_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m15_value,double precision,"【PS】总银月平均值 / 【PQ】二氧化碳月平均
 值",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m15_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m15_count,integer,m15 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m15_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m16_value,double precision,"【PS】总铜月平均值 / 【PQ】1,3-二甲基苯月
 平均值",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m16_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m16_count,integer,m16 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m16_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m17_value,double precision,"【PS】总镍月平均值 / 【PQ】乙烯基苯(苯乙烯
 )月平均值",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m17_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m17_count,integer,m17 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m17_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m18_value,double precision,【PS】总镉月平均值 / 【PQ】乙苯月平均值,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m18_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m18_count,integer,m18 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m18_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m19_value,double precision,"【PS】总砷月平均值 / 【PQ】1,2-二甲基苯月
 平均值",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m19_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m19_count,integer,m19 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m19_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m20_value,double precision,"【PS】总铅月平均值 / 【PQ】氨(NH3)月平均值
 ",污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m20_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m20_count,integer,m20 当月有效数据计数,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m20_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m21_value,double precision,【PS】浊度月平均值（仅排水口）,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m21_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m21_count,integer,m21 当月有效数据计数（仅排水口）,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m21_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m22_value,double precision,【PS】总锌月平均值（仅排水口）,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m22_value 在库内其他表中存在不同注释（6种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,m22_count,integer,m22 当月有效数据计数（仅排水口）,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 m22_count 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,create_by,bigint,创建人ID,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,create_time,timestamp without time zone,创建时间,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,update_by,bigint,更新人ID,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,update_time,timestamp without time zone,更新时间,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_month_records,del_flag,character varying,删除标记：0-正常，1-删除,污染源监测月记录表,existing_comment,candidate_with_conflict_warning,medium,字段名 del_flag 在库内其他表中存在不同注释（12种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,id,bigint,主键id,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,indicator_name,character varying,指标名称,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 indicator_name 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,apply_type,character,适用类型：0 污水处理厂、1 其他,废水/废气排放标准配置表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,rs_wastewater_standard,l1_value,double precision,最低标准,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 l1_value 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,l2_value,double precision,小时标准,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 l2_value 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,l3_value,double precision,日标准,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 l3_value 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,max_value,double precision,最高允许排放浓度,废水/废气排放标准配置表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,rs_wastewater_standard,create_by,bigint,创建人,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,create_time,timestamp without time zone,创建时间,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,update_by,bigint,更新人,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,update_time,timestamp without time zone,更新时间,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,del_flag,character,删除标记：0 未删除、1 已删除,废水/废气排放标准配置表,existing_comment,candidate_with_conflict_warning,medium,字段名 del_flag 在库内其他表中存在不同注释（12种）。保留原始注释，训练时需带表上下文。
public,rs_wastewater_standard,jcdbh,character varying,监测点编号,废水/废气排放标准配置表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
